train_acc,train_loss,val_acc,val_loss
0.021684210526315792,4.491903,0.0308,4.4212537
0.03806315789473685,4.2640114,0.0484,4.1324277
0.05570526315789474,4.0753365,0.062400000000000004,4.0872664
0.07324210526315791,3.952206,0.0748,3.9149148
0.08821052631578949,3.844887,0.10679999999999999,3.8126774
0.10722105263157897,3.74392,0.10800000000000001,3.6724377
0.12347368421052633,3.6483316,0.1444,3.553708
0.1407157894736842,3.5537705,0.1376,3.616988
0.15772631578947371,3.4607944,0.13720000000000002,3.5333085
0.16976842105263157,3.388692,0.17960000000000004,3.3235126
0.18349473684210527,3.3097398,0.18400000000000002,3.2736433
0.19553684210526315,3.236608,0.2008,3.189859
0.20966315789473686,3.1727426,0.21280000000000002,3.1832428
0.2218736842105263,3.106407,0.19200000000000003,3.391362
0.2306315789473684,3.0505266,0.2248,3.0755732
0.2441263157894737,2.9939601,0.2384,3.021556
0.2559578947368421,2.9337583,0.2584,2.9462914
0.26818947368421053,2.877163,0.25600000000000006,2.920502
0.2756421052631579,2.8261456,0.25239999999999996,3.0197797
0.28692631578947375,2.7742622,0.2776,2.9133902
0.29827368421052636,2.7292707,0.28479999999999994,2.758899
0.30477894736842104,2.6891294,0.2972,2.7378466
0.31092631578947366,2.6497955,0.316,2.6663773
0.3189052631578948,2.6174765,0.28559999999999997,2.7965286
0.32309473684210527,2.5798445,0.3076,2.689694
0.3325684210526315,2.550914,0.3084,2.7151725
0.3372421052631579,2.523527,0.32120000000000004,2.6209388
0.3467789473684211,2.4879162,0.32559999999999995,2.6560655
0.35166315789473684,2.458074,0.3332,2.5800927
0.3573263157894737,2.4347444,0.3372,2.5574725
0.36290526315789473,2.4043822,0.3128,2.7374356
0.36711578947368423,2.379778,0.3588,2.4965563
0.37326315789473685,2.3542173,0.3544,2.4646199
0.3778526315789474,2.3384633,0.34800000000000003,2.458505
0.3842736842105263,2.3039236,0.35440000000000005,2.4597983
0.39286315789473686,2.2832475,0.3492,2.45282
0.39214736842105263,2.2610872,0.344,2.5500128
0.3990736842105263,2.2436385,0.3632,2.4060411
0.4048,2.2166095,0.3696,2.3744636
0.40964210526315786,2.200269,0.3732,2.3688657
0.41170526315789474,2.1811106,0.3452,2.5548022
0.4172842105263158,2.1612885,0.3664,2.429124
0.4207578947368421,2.1485517,0.36560000000000004,2.4248133
0.4247578947368421,2.129182,0.3896,2.2677631
0.42686315789473683,2.1043077,0.39720000000000005,2.2929142
0.4327789473684211,2.0913517,0.3924,2.3280146
0.4385263157894737,2.0687492,0.384,2.2882497
0.4367578947368422,2.0601587,0.40120000000000006,2.2434313
0.44397894736842103,2.0361829,0.39840000000000003,2.2742295
0.4480842105263158,2.033549,0.39720000000000005,2.2865798
0.4494736842105263,2.0197413,0.40800000000000003,2.2534447
0.4543789473684211,1.9970773,0.4068,2.227726
0.45745263157894733,1.9832212,0.4152,2.2333212
0.4612,1.96435,0.4188,2.1702347
0.46311578947368426,1.9488529,0.4036,2.228104
0.4651368421052631,1.9419739,0.41559999999999997,2.1621337
0.4701473684210526,1.927178,0.42719999999999997,2.1362417
0.4718947368421053,1.9196534,0.4104,2.1695068
0.4757894736842106,1.906537,0.41960000000000003,2.1406422
0.4802526315789474,1.8878136,0.42719999999999997,2.1338997
0.48505263157894735,1.8803475,0.43560000000000004,2.1113114
0.4837473684210527,1.8617064,0.43560000000000004,2.101663
0.48808421052631584,1.8512921,0.43640000000000007,2.0855656
0.4897263157894737,1.8393346,0.4324,2.0776944
0.4924,1.8261437,0.4391999999999999,2.0802813
0.4965473684210527,1.8128686,0.43320000000000003,2.0830925
0.4999157894736842,1.8039204,0.43599999999999994,2.0658677
0.5021263157894736,1.8004444,0.4348,2.0973225
0.5002315789473685,1.7876346,0.44839999999999997,2.0711956
0.5065894736842105,1.7730299,0.43839999999999996,2.0771716
0.5078105263157895,1.7709287,0.44439999999999996,2.0633485
0.5097263157894737,1.7602466,0.4348,2.0680797
0.5116421052631579,1.7512718,0.4539999999999999,2.0376098
0.5139157894736842,1.7399633,0.44439999999999996,2.0618663
0.5177052631578948,1.7289792,0.45080000000000003,2.0432534
0.5175789473684211,1.7210915,0.4432,2.0192661
0.5168631578947369,1.7259095,0.45640000000000003,2.0425138
0.5264421052631579,1.7031299,0.4507999999999999,2.031307
0.5228631578947369,1.6999781,0.45640000000000003,2.0302284
0.5231368421052631,1.6984745,0.46159999999999995,2.0193956
0.525242105263158,1.6927356,0.46,2.0133207
0.5286526315789474,1.6838844,0.45280000000000004,2.0313473
0.5304421052631579,1.6774015,0.45359999999999995,2.0157099
0.5309894736842106,1.6726203,0.4568,2.0106502
0.5346736842105264,1.660403,0.45879999999999993,1.9963601
0.5332421052631579,1.6611475,0.45959999999999995,1.9987315
0.5340631578947369,1.6635741,0.4584,1.9941832
0.5345894736842105,1.6574738,0.4612,2.0061507
0.5391157894736842,1.6522777,0.45199999999999996,2.002633
0.5356,1.6478376,0.4532,1.9913259
0.5372210526315789,1.6490119,0.45799999999999996,1.987522
0.5375578947368421,1.6426282,0.4527999999999999,2.0025544
0.5394105263157895,1.6445004,0.46,1.9973427
0.5413684210526316,1.63811,0.4572,1.9927062
0.5401894736842106,1.6398674,0.4572,1.9954605
0.5404842105263158,1.6320882,0.45520000000000005,1.9934164
0.5402526315789474,1.6314174,0.4608,1.9898871
0.5427578947368421,1.6253641,0.45520000000000005,1.9939065
0.5426105263157895,1.6253198,0.4563999999999999,1.9988647
0.5402526315789474,1.6325299,0.45399999999999996,1.9920846
