train_acc,train_loss,val_acc,val_loss
0.0364421052631579,4.363051,0.07280000000000002,3.9965856
0.0837263157894737,3.935037,0.1108,3.7656436
0.12069473684210526,3.698288,0.1424,3.559105
0.15522105263157893,3.4954872,0.1816,3.344288
0.18781052631578946,3.3115582,0.20439999999999997,3.232936
0.21861052631578948,3.1466787,0.2352,3.0928195
0.24368421052631578,3.0155869,0.2552,2.9971008
0.2673684210526316,2.9080422,0.2648,2.9646595
0.28012631578947367,2.8184376,0.28840000000000005,2.8921206
0.29734736842105264,2.74415,0.28800000000000003,2.7943745
0.3093894736842105,2.6792264,0.3212,2.6924407
0.32298947368421055,2.6213162,0.3104,2.6927373
0.3311368421052632,2.565821,0.3276,2.6528451
0.34294736842105256,2.5232725,0.3344,2.628941
0.3507368421052632,2.4754791,0.34639999999999993,2.5426667
0.35762105263157895,2.448048,0.3423999999999999,2.5510838
0.36800000000000005,2.4080818,0.35200000000000004,2.510548
0.3726947368421052,2.367774,0.3616,2.4458222
0.3793263157894737,2.3378808,0.36200000000000004,2.4546883
0.38446315789473684,2.3143282,0.3772,2.3903837
0.3947578947368421,2.2726715,0.37760000000000005,2.3881218
0.3962526315789474,2.2656393,0.3788,2.3879611
0.4033894736842106,2.2241707,0.3892,2.2995355
0.40983157894736844,2.197057,0.396,2.3145266
0.41210526315789475,2.187489,0.39319999999999994,2.34413
0.41787368421052634,2.166518,0.38480000000000003,2.3746276
0.42610526315789476,2.1351306,0.38919999999999993,2.30313
0.426821052631579,2.1244714,0.40319999999999995,2.278623
0.43237894736842103,2.1039536,0.414,2.2228332
0.43612631578947375,2.082135,0.4156,2.2424002
0.4377894736842105,2.0732226,0.4236,2.2355573
0.44305263157894736,2.0542972,0.41359999999999997,2.2709708
0.4442105263157895,2.0441525,0.41400000000000003,2.2351303
0.4506105263157895,2.0275497,0.42,2.2114506
0.4522105263157895,2.017754,0.42840000000000006,2.1865058
0.45640000000000003,1.9940126,0.434,2.1948879
0.46103157894736846,1.9814967,0.43160000000000004,2.1282444
0.4610947368421053,1.9665992,0.442,2.1222365
0.4666526315789474,1.9549505,0.43800000000000006,2.1582448
0.46614736842105264,1.9471227,0.4364,2.1643221
0.46989473684210525,1.9300283,0.4456,2.095988
0.4725473684210527,1.9190065,0.4496,2.0819223
0.47532631578947365,1.9099281,0.4432,2.1249607
0.47637894736842107,1.8991445,0.4432,2.1645844
0.48021052631578953,1.8902515,0.4452,2.1177557
0.4859578947368421,1.8725389,0.44520000000000004,2.1070464
0.486,1.8656949,0.442,2.089564
0.4898105263157895,1.8570552,0.45399999999999996,2.071702
0.4886315789473685,1.8528608,0.4704,2.0710852
0.49303157894736843,1.835662,0.44799999999999995,2.080571
0.49435789473684216,1.8355255,0.4524,2.0728898
0.49720000000000003,1.8275545,0.45399999999999996,2.0757077
0.4983157894736842,1.8137405,0.45640000000000003,2.038423
0.5004210526315789,1.8029343,0.46159999999999995,2.0716882
0.5007157894736842,1.7958127,0.45640000000000003,2.0468206
0.5053894736842105,1.7884973,0.45400000000000007,2.079847
0.5047368421052632,1.7844502,0.46520000000000006,2.0543957
0.5065473684210526,1.7743039,0.45399999999999996,2.0434985
0.5092842105263158,1.7641495,0.45919999999999994,2.0279162
0.5102947368421052,1.7575788,0.4635999999999999,2.0321882
0.5138947368421053,1.7525201,0.45959999999999995,2.0305386
0.5156631578947368,1.7436421,0.46399999999999997,2.017252
0.5174315789473685,1.7322177,0.46399999999999997,2.0256798
0.5192842105263158,1.7303926,0.47040000000000004,2.016898
0.5197052631578948,1.7253898,0.47559999999999997,1.9750175
0.5212,1.7170513,0.46519999999999995,1.9839841
0.5216421052631579,1.7151383,0.4788,1.981666
0.5234105263157894,1.706965,0.46840000000000004,2.0236075
0.5253684210526316,1.6997687,0.46559999999999996,2.0232134
0.5262315789473684,1.694816,0.4828,1.9939569
0.5293894736842105,1.6892223,0.4728,1.9908066
0.5310315789473684,1.6816443,0.47759999999999997,1.9802544
0.5317684210526316,1.6762999,0.4707999999999999,1.9953189
0.5297684210526316,1.6770906,0.4795999999999999,1.9860182
0.531621052631579,1.6718467,0.48160000000000003,1.9895526
0.5347368421052631,1.6635876,0.47680000000000006,1.9685227
0.5345894736842106,1.6660045,0.48639999999999994,1.9566649
0.5353263157894737,1.6602063,0.486,1.9584639
0.5359578947368421,1.6525486,0.48080000000000006,1.963399
0.5385263157894736,1.6424515,0.4828,1.9744236
0.5384631578947369,1.6482002,0.4832000000000001,1.9649199
0.5398947368421053,1.6420091,0.4832,1.9631506
0.5403789473684211,1.6383688,0.48160000000000003,1.9669708
0.5423789473684211,1.6328379,0.48200000000000004,1.9599878
0.5386105263157894,1.642197,0.48279999999999995,1.9542952
0.5403157894736842,1.6321003,0.4828,1.9475167
0.5409263157894737,1.6321739,0.48440000000000005,1.9545032
0.5403368421052631,1.6340578,0.47839999999999994,1.9523611
0.5413894736842104,1.6343944,0.4832000000000001,1.9482203
0.5416421052631579,1.6285218,0.48080000000000006,1.9493811
0.544063157894737,1.6224962,0.482,1.9656945
0.5465263157894737,1.6194686,0.4764,1.9686749
0.5434736842105262,1.6204574,0.4804,1.9572841
0.5454736842105262,1.6122223,0.4832,1.9532284
0.5446526315789475,1.6146425,0.48,1.9575
0.5442105263157895,1.6161469,0.482,1.9548954
0.5468842105263158,1.613183,0.4856,1.9485646
0.5443789473684212,1.6141734,0.48200000000000004,1.9478292
0.5443368421052631,1.6184952,0.4808,1.9584
0.5442526315789473,1.6154327,0.482,1.9574491
